"Id","Name","Acronym","Description","URL","Location","Country","Latitude","Longitude","Head of collection","Contact","National node","Withdrawn","Parent collection","Sub collections","Biobank","Biobank label","Network","Combined_network","Also known in","Type","Data categories","Order of magnitude","Size","Categories","Timestamp","Number of donors","Order of magnitude donors","Sex","Diagnosis available","Age low","Age high","Age unit","Facts","Materials","Storage temperatures","Body part examined","Imaging modality","Image dataset type","Collaboration commercial","Collaboration non for profit","Data use","Available for commercial use","Fee-based access to","Access via join projects to","Access description","Access uri","PD/SOP","Quality","Combined quality"
"bbmri-eric:ID:IT_1391522619390209:collection:1547032363084711","HEAVY SMOKERS AND HEALTHY CONTROLS SERUM","HELP MILD","SERUM PLASMA AND WHOLE BLOOD FROM 125 HEAVY SMOKERS AND 125 CONTROLS WITH ANAMNESTIC AND SPIRAL CAT SCAN DATA.",,,"Italy",,,,"a.zito@oncologico.bari.it","Italy","false",,,"BioBanca Istituzionale Bari","BioBanca Istituzionale Bari","BBMRI.it Network","BBMRI.it Network,COVID_19",,"Disease specific,Hospital,Image collection,Sample collection","Medical records,Biological samples,Imaging data","1000 - 10.000","1026",,"2022-11-04T08:19:32Z",,,"Male,Female",,"33","83","Year",,"Plasma,Serum,Whole Blood","-60°C to -80°C",,,,"false","true",,"false",,"Samples,Data,Images","Biological material and data request Form to be approved by the Biobank Tecnical and Ethics Commitee for use in scientific collaborations",,"Data processing PD/SOP,Data transport PD/SOP,Data storage PD/SOP,Sample processing PD/SOP,Sample storage PD/SOP",,"Accredited/Certified by accredited body"
"bbmri-eric:ID:IT_1391522619390209:collection:1549364606909925","Breast Cancer pathological and non affected tissues with 5 to 10 years follow up from 3000 patients","BREAST CANCER WITH FOLLOW UP 2000-2013","Affected and non affected frozen tissues samples with 5 to 10 years follow up from 3000 patients that underwent surgury in our Institute between years 2000-2013",,,"Italy",,,,"a.zito@oncologico.bari.it","Italy","false",,,"BioBanca Istituzionale Bari","BioBanca Istituzionale Bari","BBMRI.it Network","BBMRI.it Network,COVID_19",,"Disease specific","Medical records,Biological samples","1000 - 10.000","7500","Rare Disease,Oncology","2022-11-04T08:20:00Z",,,"Female","Malignant neoplasm of breast","18","75","Year",,"Tissue (frozen)","-60°C to -80°C",,,,"false","true",,"false","Data,Samples","Samples,Data","Biological material and data request Form to be approved by the Biobank Tecnical and Ethics Commitee for use in scientific collaborations",,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP,Sample processing PD/SOP,Sample storage PD/SOP",,"Accredited/Certified by accredited body"
"bbmri-eric:ID:IT_1391522619390209:collection:1551344941297409","Gasto Intestinal Cancer Pathological and non affected tissues from 2000 to 2013 with 5 to 10 years follow up from 1600 patients","Gasto Intestinal Cancer with follow up from 2000-2013","more than 3500 Gasto Intestinal Cancer malignant and non affected tissue samples with 5 to 10 years follow up from 1600 patients that underwent  surgury in our Institute",,,"Italy",,,,"a.zito@oncologico.bari.it","Italy","false",,,"BioBanca Istituzionale Bari","BioBanca Istituzionale Bari","BBMRI.it Network","BBMRI.it Network,COVID_19",,"Disease specific,Hospital,Sample collection","Medical records,Biological samples","1000 - 10.000","3660","Oncology","2022-11-04T08:21:23Z",,,"Male,Female","Malignant neoplasm of oesophagus,Malignant neoplasm of stomach,Malignant neoplasm of small intestine,Malignant neoplasm of colon,Malignant neoplasm of rectosigmoid junction,Malignant neoplasm of rectum,Malignant neoplasm of anus and anal canal,Malignant neoplasm of liver and intrahepatic bile ducts","18","75","Year",,"Tissue (frozen)","-60°C to -80°C",,,,"false","true",,"false","Data,Samples","Samples,Data","Biological material and data request Form to be approved by the Biobank Tecnical and Ethics Commitee for use in scientific collaborations",,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP,Sample processing PD/SOP,Sample storage PD/SOP",,"Accredited/Certified by accredited body"
"bbmri-eric:ID:IT_1391522619390209:collection:1551350002190131","Gynecological Cancer Pathological and non affected tissues from 2000 to 2013 with 5 to 10 years follow up from 567 patients","Gynecological Cancer from 2000 to 2013 with follow up","Gynecological Cancer Malignant and non affected tissues from 567 patients from years 2000 to 2013 with 5 to 10 years follow up",,,"Italy",,,,"a.zito@oncologico.bari.it","Italy","false",,,"BioBanca Istituzionale Bari","BioBanca Istituzionale Bari","BBMRI.it Network","BBMRI.it Network,COVID_19",,"Disease specific,Hospital,Sample collection","Medical records,Biological samples","1000 - 10.000","1219","Rare Disease,Oncology","2022-11-04T08:23:10Z",,,"Male","Malignant neoplasm of cervix uteri,Malignant neoplasm of corpus uteri,Malignant neoplasm of ovary,Malignant neoplasm of other and unspecified female genital organs","18","75","Year",,"Tissue (frozen)","-60°C to -80°C",,,,"false","true",,"false","Data,Samples","Samples,Data","Biological material and data request Form to be approved by the Biobank Tecnical and Ethics Commitee for use in scientific collaborations",,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP,Sample processing PD/SOP,Sample storage PD/SOP",,"Accredited/Certified by accredited body"
"bbmri-eric:ID:IT_1391522619390209:collection:1553069407352543","Gastro Intestinal Cancer with synchronous multiple samples","GastroIntMultiSynchro2009-2011","908 frozen malignant and non affected tissue, plasma and serum from 382 patients with Gastro Intestinal Cancer treated at our Institute between 2009 nd 2011",,,"Italy",,,,"a.zito@oncologico.bari.it","Italy","false",,,"BioBanca Istituzionale Bari","BioBanca Istituzionale Bari","BBMRI.it Network","BBMRI.it Network,COVID_19",,"Disease specific,Hospital,Sample collection","Other","100 - 1000","908","Oncology","2022-11-04T08:24:09Z",,,"Male,Female","Malignant neoplasm of oesophagus,Malignant neoplasm of stomach,Malignant neoplasm of small intestine,Malignant neoplasm of colon,Malignant neoplasm of rectosigmoid junction,Malignant neoplasm of rectum,Malignant neoplasm of anus and anal canal,Malignant neoplasm of liver and intrahepatic bile ducts","18","75","Year",,"Plasma,Serum,Tissue (frozen)","-60°C to -80°C",,,,"false","true",,"false","Data,Samples","Samples,Data","Biological material and data request Form to be approved by the Biobank Tecnical and Ethics Commitee for use in scientific collaborations",,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP,Sample storage PD/SOP,Sample processing PD/SOP",,"Accredited/Certified by accredited body"
"bbmri-eric:ID:IT_1391522619390209:collection:1553071190813659","Gynecological Cancer with synchronous multiple samples","GynoMultiSynchro","167 tumor and non affected tissue, plasma and serum from 118 patients with gynecological cancer treated at our Institute between 2009 and 2011",,,"Italy",,,,"a.zito@oncologico.bari.it","Italy","false",,,"BioBanca Istituzionale Bari","BioBanca Istituzionale Bari","BBMRI.it Network","BBMRI.it Network,COVID_19",,"Disease specific,Hospital,Sample collection","Biological samples","100 - 1000","167","Rare Disease,Oncology","2022-11-04T08:24:54Z",,,"Female","Malignant neoplasm of cervix uteri,Malignant neoplasm of corpus uteri,Malignant neoplasm of ovary,Malignant neoplasm of other and unspecified female genital organs","18","75","Year",,"Plasma,Serum,Tissue (frozen)","-60°C to -80°C",,,,"false","true",,"false","Data,Samples","Samples,Data","Biological material and data request Form to be approved by the Biobank Tecnical and Ethics Commitee for use in scientific collaborations",,"Data processing PD/SOP,Data storage PD/SOP,Sample processing PD/SOP,Data transport PD/SOP,Sample storage PD/SOP",,"Accredited/Certified by accredited body"
"bbmri-eric:ID:IT_1391522619390209:collection:1590405191617724","SARS COVID-19 Swab positive","COV-19 SW Pos","Patients with simptoms of COVID-19 confirmed by Laboratory testing",,,"Italy",,,,"a.zito@oncologico.bari.it","Italy","false",,,"BioBanca Istituzionale Bari","BioBanca Istituzionale Bari","BBMRI.it Network,COVID_19","BBMRI.it Network,COVID_19",,"Disease specific,Hospital,Sample collection","Antibodies titer (IgM and IgG),Biological samples,Blood count and other lab results especially at the moment of hospital admission,Data on clinical symptoms","100 - 1000","198","Covid-19,Infectious Diseases","2022-11-04T08:26:53Z",,,"Male,Female","Emergency use of U07 - COVID-19, virus identified",,,"Year",,"Plasma,Whole Blood","-60°C to -80°C",,"Computed Tomography",,"false","false",,"false",,,,,,,"Accredited/Certified by accredited body"
"bbmri-eric:ID:IT_1391522619390209:collection:1590405718390406","Patients with COVID-19 Symptoms RT-PCR negative","COV19 Not confirmed","patients with COVID-19 Symptoms with negative RT-PCR",,,"Italy",,,,"a.zito@oncologico.bari.it","Italy","false",,,"BioBanca Istituzionale Bari","BioBanca Istituzionale Bari","BBMRI.it Network,COVID_19","BBMRI.it Network,COVID_19",,"Disease specific,Hospital,Sample collection","Not available","100 - 1000","366","Covid-19,Infectious Diseases","2022-11-04T08:27:38Z",,,"Male,Female","Emergency use of U07 - COVID-19, virus not identified",,,"Year",,"Plasma,Whole Blood",,,,,"false","false",,"false",,,,,,,"Accredited/Certified by accredited body"
"bbmri-eric:ID:IT_1391522619390209:collection:1590406313155343","COVID-19 Healthy with Test","COV19 healthy","Healthy workers at risk of Sars COVID-19 with serological test performed",,,"Italy",,,,"a.zito@oncologico.bari.it","Italy","false",,,"BioBanca Istituzionale Bari","BioBanca Istituzionale Bari","BBMRI.it Network,COVID_19","BBMRI.it Network,COVID_19",,"Disease specific,Hospital,Cohort,Sample collection","Biological samples,Antibodies titer (IgM and IgG)","1000 - 10.000","5025","Covid-19,Infectious Diseases","2022-11-04T08:28:26Z",,,"Male,Female","Emergency use of U07 - COVID-19, virus not identified","18","75","Year",,"Plasma,Whole Blood",,,,,"false","false",,"false",,,,,,,"Accredited/Certified by accredited body"
"bbmri-eric:ID:IT_1391522619390209:collection:dc9656ef25f7496","BIOBANK OF THE HUMAN INTESTINAL, SALIVARY, VAGINAL AND URINARY MICROBIOTA","BIOMIS","The BIOMIS collection gathers data and samples for human microbiome research of samples (fecal, salivary, vaginal and urinary material as well as serum) from patients suffering from antibiotic resistant, renal, metabolic, oncological, inflammatory, immunological, gynecological and from healthy volunteers. The BIOMIS collection is cryopreserved in the BioBanca Istituzionale Bari (https://biomis.cloud.ba.infn.it/biomis-community/).",,,"Italy",,,,"a.zito@oncologico.bari.it","Italy","false",,,"BioBanca Istituzionale Bari","BioBanca Istituzionale Bari","BBMRI.it Network","BBMRI.it Network,COVID_19",,"Case-Control,Cross-sectional,Disease specific,Hospital,Sample collection","Biological samples,Medical records,Survey data","1000 - 10.000","5447","Population Reference,Oncology,Infectious Diseases,Metabolic Disorders","2023-01-20T11:42:10Z",,,"Male,Female","Other bacterial intestinal infections - Enterocolitis due to Clostridium difficile,Malignant neoplasm of bronchus and lung,Type 1 diabetes mellitus,Type 2 diabetes mellitus,Unspecified diabetes mellitus - Unspecified diabetes mellitus: With renal complications,Obesity,Ulcerative colitis,Hepatic failure, unspecified,Chronic kidney disease,Vaginitis, vulvitis and vulvovaginitis in infectious and parasitic diseases classified elsewhere,Female infertility of uterine origin","18","75","Year",,"Feces,Saliva,Serum,Urine,Other","-60°C to -80°C",,,,"false","true",,"false","Data,Images","Samples,Data,Images",,"https://biomis.cloud.ba.infn.it/biomis-community/","Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP,Sample processing PD/SOP,Sample storage PD/SOP,Sample transport PD/SOP",,"Accredited/Certified by accredited body"
"bbmri-eric:ID:IT_1407499906472780:collection:634de883f1f34c5","Biobanca LTTA_Leucemia Linfatica Cronica","Biobanca LTTA_CLL","The LTTA Biobank has a collection of cryopreserved samples obtained from over 400 B-CLL patients with different clinical history, collected at the time of diagnosis and / or at subsequent stages of the disease. The cells of leukemia patients, subject to the approval of the Ethics Committee and informed consent of the patients, are isolated from the blood and characterized from a phenotypic and functional point of view. Later they are also frozen (cryopreserved) in conditions that maintain their viability.",,,"Italy","44.8368724","11.6326332",,"rebecca.voltan@unife.it","Italy","false",,,"Biobanca LTTA Laboratorio per le Tecnologie delle Terapie Avanzate","Biobanca LTTA Laboratorio per le Tecnologie delle Terapie Avanzate","BBMRI.it Network","BBMRI.it Network",,"Disease specific,Population-based","Biological samples,Other","1000 - 10.000","800","Population Reference","2022-02-02T09:38:44Z","400","100 - 1000","Male,Female",,"45","78","Year",,"Peripheral blood cells,Plasma","Liquid Nitrogen",,,,"false","true",,"false",,"Samples,Data","For users that need to request data, it is necessary to contact the Biobank referent. A special commission will decide whether to approve the request.",,,,
"bbmri-eric:ID:IT_1463060660514422:collection:1478245289805104","Biological samples from oncological, cardiological and neurological patients","BB-SDN","The BB-SDN provides biological samples (serum and plamsa) from patients affected by oncological, cardiological and neurological diseases.",,,"Italy","40.8555754","14.2881434",,"pmirabelli@sdn-napoli.it","Italy","false",,,"Biobanca SDN","Biobanca SDN","BBMRI.it Network","BBMRI.it Network",,"Disease specific,Other","Physiological/Biochemical measurements,Biological samples,Imaging data","10.000 - 100.000","3000",,"2021-04-08T13:14:42Z",,,"Not available",,"20","85","Year",,"Feces,Other,Plasma,Saliva,Serum,Whole Blood","-60°C to -80°C,Liquid Nitrogen",,,,"false","true",,"false",,"Samples,Data,Images",,,,,
"bbmri-eric:ID:IT_1463060660514422:collection:1590576336765351","COVID-19","SDN-BB","Prospective collection of COVID19 serum and plasma samples",,,"Italy",,,,"biobanca@sdn-napoli.it","Italy","false",,,"Biobanca SDN","Biobanca SDN","BBMRI.it Network,COVID_19","BBMRI.it Network,COVID_19",,"Prospective study","Antibodies titer (IgM and IgG),Biological samples","10 - 100","30","Covid-19,Infectious Diseases","2021-04-08T13:14:42Z",,,"Not available","Emergency use of U07 - COVID-19, virus not identified",,,"Year",,"Plasma,Serum","-60°C to -80°C",,,,"false","true",,"false",,"Samples,Data",,,,,
"bbmri-eric:ID:IT_1463060660514422:collection:c33ebd46225749d","COVID19 Vaccinated Prospective Collection","VPC","The present collection is composed by healthcare personnel working at the SDN institute of Naples. People included in this collection were vaccinated with Pfizer Biontech bnt162b2 and prospectively followed after the first and second vaccine administration.",,,"Italy","40.8466301","14.2874797",,"biobanca@sdn-napoli.it","Italy","false",,,"Biobanca SDN","Biobanca SDN","BBMRI.it Network,COVID_19","BBMRI.it Network,COVID_19",,"Longitudinal","Antibodies titer (IgM and IgG),Blood count and other lab results especially at the moment of hospital admission","100 - 1000","150",,"2021-05-07T09:38:48Z",,,"Male,Female",,"18","75","Year",,"Plasma,Serum,Peripheral blood cells","-60°C to -80°C,Liquid Nitrogen",,,,"false","false",,"false",,,,,,,
"bbmri-eric:ID:IT_1504858990324590:collection:1591035159170509","Collezione COVID-19","BBIRE","The collection includes biological samples (blood, serum, plasma etc) from convalescent patients tested positive for SARS-CoV-2 infection with different degrees of severity.",,,"Italy","41.8021119","12.4479814",,"laura.conti@ifo.gov.it","Italy","false",,,"Biobanca IRE","Biobanca IRE","BBMRI.it Network,COVID_19","BBMRI.it Network,COVID_19",,"Prospective study,Cohort","Antibodies titer (IgM and IgG),Biological samples,Data on clinical symptoms","1000 - 10.000","2465","Covid-19,Infectious Diseases","2021-04-08T13:14:42Z",,,"Male,Female","Emergency use of U07 - COVID-19, virus identified,Emergency use of U07 - COVID-19, virus not identified",,,"Year","bbmri-eric:factID:IT_159103515917050:2","Plasma,Serum,Whole Blood,Peripheral blood cells","-60°C to -80°C,Liquid Nitrogen",,,,"false","true",,"false",,"Samples,Data",,,"Sample processing PD/SOP,Sample storage PD/SOP",,
"bbmri-eric:ID:IT_1504858990324590:collection:1606752281669494","Biobanca Tessuti e Liquidi Biologici IRE","BBIRE","La BBIRE è una Biobanca di patologia che raccoglie in qualità campioni oncologici strategici per la ricerca e sviluppo di nuovi biomarcatori per la medicina personalizzata, istituita con lo scopo di conservare e distribuire tessuti e liquidi biologici umani (sangue, siero, plasma, PBMCs, etc.) con i dati a essi associati, al fine di implementare la ricerca oncologica di base, clinica e traslazionale.",,,"Italy","41.8021119","12.4479814",,"laura.conti@ifo.gov.it","Italy","false",,,"Biobanca IRE","Biobanca IRE","BBMRI.it Network,BBMRI Cohorts,BBMRI Cohorts DNA","BBMRI Cohorts DNA,BBMRI Cohorts,BBMRI.it Network",,"Cohort,Longitudinal","Biological samples,Imaging data,Medical records","10.000 - 100.000","70000","Rare Disease,Oncology","2021-04-08T13:14:42Z",,,"Male,Female","Malignant neoplasm of oropharynx,Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx,Malignant neoplasm of stomach,Malignant neoplasm of colon,Malignant neoplasm of rectum,Malignant neoplasm of liver and intrahepatic bile ducts,Malignant neoplasm of other and unspecified parts of biliary tract,Malignant neoplasm of larynx,Malignant neoplasm of thymus,Malignant neoplasm of bone and articular cartilage of limbs,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,Malignant neoplasm of other connective and soft tissue,Malignant neoplasm of vulva,Malignant neoplasm of cervix uteri,Malignant neoplasm of uterus, part unspecified,Malignant neoplasm of prostate,Malignant neoplasm of renal pelvis,Malignant neoplasm of bladder,Malignant neoplasm of brain,Hodgkin lymphoma,Non-follicular lymphoma,Other and unspecified types of non-Hodgkin lymphoma,Multiple myeloma and malignant plasma cell neoplasms,Myeloid leukaemia,Other leukaemias of specified cell type,Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",,,"Year",,"Plasma,Serum,Tissue (frozen),Tissue (paraffin preserved),Peripheral blood cells,Whole Blood,Tissue (stained sections/slides)","-60°C to -80°C,Liquid Nitrogen",,,,"false","true",,"false",,"Samples,Data",,"http://www.ifo.it","Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP,Sample processing PD/SOP,Sample storage PD/SOP,Sample transport PD/SOP",,
"bbmri-eric:ID:IT_1504858990324590:collection:b72a52369b1746a6ab6cbb3c2447bf81","Thoracic Tumors",,"This is a collection of  Thoracic tumors and consist in  two sub collections : lung tissue samples  and  pleura samples.   For this collections we have tumor samples and relevant clinical information obtained from patients who must undergo pulmonary resection surgery for treatment purposes. The collection includes samples of lung tissue,  cell derived by pleural effusions but may also include other related biological samples ( Tissue (paraffin preserved) , Tissue (stained sections/slides), Snap Frozen, and Fresh Tissue  and  biological fluids (whole blood, serum, plasma,)",,"rome","Italy",,,,"biobancaire@ifo.it","Italy","false",,,"Biobanca IRE","Biobanca IRE","BBMRI.it Network,BBMRI Cohorts,BBMRI Cohorts DNA","BBMRI Cohorts DNA,BBMRI Cohorts,BBMRI.it Network",,"Sample collection,Cohort,Hospital,Disease specific","Biological samples","10.000 - 100.000","556",,"2023-12-21T23:00:00Z","556","10.000 - 100.000","Female,Male",,"25","90","Year",,"Tissue (frozen),Tissue (paraffin preserved),Tissue (stained sections/slides),Plasma,Peripheral blood cells,Serum,Whole Blood","-60°C to -80°C",,,,"false","false",,"false",,,,,"Sample processing PD/SOP,Sample storage PD/SOP,Sample transport PD/SOP",,
"bbmri-eric:ID:IT_1504858990324590:collection:d9e24ab3b4794b55bdcac978bd4bc5cc","Female genital tumor",,"This is a collection of  female genital tumors consist sub collection of   tissue samples  and blood of malignant neoplasma of endometrium and ovary .",,"ROME","Italy",,,"biobancaire@ifo.it","biobancaire@ifo.it","Italy","false",,,"Biobanca IRE","Biobanca IRE","BBMRI.it Network,BBMRI Cohorts,BBMRI Cohorts DNA,BioBanca Istituzionale","BBMRI Cohorts DNA,BBMRI Cohorts,BBMRI.it Network,BioBanca Istituzionale",,"Sample collection,Hospital","Biological samples","100 - 1000","319",,"2023-12-30T23:00:00Z","319","100 - 1000","Female",,"25","84","Year",,"Tissue (frozen),Tissue (stained sections/slides),Tissue (paraffin preserved),Plasma,Serum,Whole Blood","-60°C to -80°C,Room temperature","UTERUS,OVARY",,,"false","true",,"false",,,,,"Sample processing PD/SOP,Sample storage PD/SOP,Data transport PD/SOP",,
"bbmri-eric:ID:IT_1504858990324590:collection:f85b42e11bd7460898bf7027fc68b958","Malignant melanoma of skin",,"This is a collection of  Melanoma  tumors and consist in  two sub collections :  Blood of primary tumors
 and tissue samples of Secondary malignant  neoplasm of unspecified site.  For subcollections of Secondary malignant  neoplasm of unspecified site  the tumor samples are metastatic , we have tumor  and relevant clinical information obtained from patients who must undergo metastic melanoma resection surgery for treatment purposes. The collection includes samples of secondary melanoma tissue, cell derived by tissue  but may also include other related biological samples ( Tissue (paraffin preserved) , Tissue (stained sections/slides), Snap Frozen, and Fresh Tissue)",,"rome","Italy",,,,"biobancaire@ifo.it","Italy","false",,,"Biobanca IRE","Biobanca IRE","BBMRI.it Network,BBMRI Cohorts,BBMRI Cohorts DNA","BBMRI Cohorts DNA,BBMRI Cohorts,BBMRI.it Network",,"Disease specific,Hospital,Sample collection","Biological samples","100 - 1000","328",,"2023-12-30T23:00:00Z","328","1000 - 10.000","Male,Female",,"25",,"Year",,"Plasma,Serum,Tissue (frozen),Tissue (paraffin preserved),Tissue (stained sections/slides),Whole Blood","-60°C to -80°C,Room temperature",,,,"false","false",,"false",,,,,"Data processing PD/SOP,Sample processing PD/SOP,Sample storage PD/SOP,Sample transport PD/SOP,Data storage PD/SOP,Data transport PD/SOP",,
"bbmri-eric:ID:IT_1504858990324590:collection:fca22d6413534c30ae1dfdc1105c74f3","Neoplasm of unspecified behavior of bladder",,"This is a collection of  disease or disorder of the urinary bladder.The collection includes samples of bladder tissue,  but may also include other related biological samples ( Tissue (paraffin preserved) , Tissue (stained sections/slides), Snap Frozen, and Fresh Tissue  .",,,"Italy",,,,"biobancaire@ifo.it","Italy","false",,,"Biobanca IRE","Biobanca IRE","BBMRI.it Network,BBMRI Cohorts,BioBanca Istituzionale,BBMRI Cohorts DNA","BioBanca Istituzionale,BBMRI Cohorts,BBMRI.it Network,BBMRI Cohorts DNA",,"Disease specific,Hospital,Cohort,Twin-study,Quality control","Biological samples","10 - 100","98",,"2023-12-18T23:00:00Z","98","10 - 100","Male,Female",,"43","87","Year",,"Tissue (frozen),Tissue (paraffin preserved),Tissue (stained sections/slides)","-60°C to -80°C,Room temperature",,,,"false","false",,"false",,,,,"Data processing PD/SOP,Data transport PD/SOP,Sample storage PD/SOP",,
"bbmri-eric:ID:IT_1539178454884969:collection:1539179137060974","Healthy Control Collection","HC Collection","IGEA Biobank collect biological samples such as plasma, serum, PBMCs, DNA and whole blood, from healthy subjects after several neuropsychological and neurological assessment.",,,"Italy","43.8561711","10.609518","e.judica@casadicuraigea.it","m.filareti@casadicuraigea.it","Italy","false",,,"IGEA Biobank","IGEA Biobank","BBMRI.it Network","BBMRI.it Network",,"Disease specific,Sample collection,Other,Longitudinal,Cohort","Other,Biological samples","1000 - 10.000","1228",,"2024-10-15T12:43:00Z","79",,"Male,Female",,"26","87","Year",,"DNA,Plasma,Serum,Peripheral blood cells,Whole Blood","-60°C to -80°C,Liquid Nitrogen",,,,"false","true",,"false","Samples","Samples,Data","Only IGEA Biobank personnel have access to biobank database, by user credentials, where clinical data of the subjects are stored.",,,,
"bbmri-eric:ID:IT_1539178454884969:collection:1607083134806739","Ischemic Stroke","IS","CCPP Biobank collect biological samples such as plasma, serum, PBMCs, DNA and whole blood from subjects affected by ischemic and hemorrhagic stroke, before and after rehabilitation program.",,,"Italy",,,"m.corbo@casadicuraigea.it","m.filareti@casadicuraigea.it","Italy","false",,,"IGEA Biobank","IGEA Biobank","BBMRI.it Network","BBMRI.it Network",,"Cohort,Longitudinal,Sample collection","Biological samples","100 - 1000","276","Cardiovascular Diseases","2023-09-11T14:40:00Z","66",,"Male,Female","Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction,Other nontraumatic intracranial haemorrhage","44","87","Year",,"DNA,Plasma,Serum,Peripheral blood cells,Whole Blood","-60°C to -80°C",,,,"false","true",,"false",,"Samples,Data,Images","Only CCPP Biobank personnel have access to biobank database, by user credentials, where clinical data of the subjects are stored. .",,,,
"bbmri-eric:ID:IT_1539178454884969:collection:1607083670836525","Alzheimer Disease Collection","AD Collection","CCPP Biobank collect biological samples such as plasma, serum, PBMCs, DNA and whole blood, from subjects affected by Alzheimer disease at different time points.",,,"Italy",,,"m.corbo@casadicuraigea.it","m.filareti@casadicuraigea.it","Italy","false",,,"IGEA Biobank","IGEA Biobank","BBMRI.it Network","BBMRI.it Network",,"Cohort,Longitudinal","Biological samples,Other","100 - 1000","107","Nervous System Disorders","2023-09-11T14:42:00Z",,,"Male,Female","Alzheimer disease, unspecified","57","89","Year",,"DNA,Plasma,Serum,Whole Blood,Peripheral blood cells","-60°C to -80°C",,,,"false","false",,"false",,"Samples,Data","Only CCPP Biobank personnel have access to biobank database, by user credentials, where clinical data of the subjects are stored.",,,,
"bbmri-eric:ID:IT_1539178454884969:collection:1607084061661408","Mild Cognitive Impairment Collection","MCI Collection","CCPP Biobank collect biological samples such as plasma, serum, PBMCs, DNA and whole blood, from subjects affected by Mild cognitive impairment (MCI)  at different time points. MCI causes a slight but noticeable and measurable decline in cognitive abilities, including memory and thinking skills. A person with MCI is at an increased risk of developing Alzheimer's or another dementia.",,,"Italy",,,"m.corbo@casadicuraigea.it","m.filareti@casadicuraigea.it","Italy","false",,,"IGEA Biobank","IGEA Biobank","BBMRI.it Network","BBMRI.it Network",,"Cohort,Longitudinal","Biological samples,Other","100 - 1000","203",,"2023-09-11T14:44:00Z","46",,"Female,Male","Other mental disorders due to brain damage and dysfunction and to physical disease - Mild cognitive disorder","51","87","Year",,"DNA,Plasma,Serum,Whole Blood,Peripheral blood cells,Other","-60°C to -80°C",,,,"false","true",,"false",,"Samples,Data","Only CCPP Biobank personnel have access to cryogenic room where biological samples are stored.",,,,
"bbmri-eric:ID:IT_1539178454884969:collection:1607084421294334","Parkinson Disease Collection","PD Collection","IGEA Biobank collect biological samples such as plasma, serum, PBMCs, DNA and whole blood, from subjects affected by Parkinson Disease at different time points.",,,"Italy",,,"e.judica@casadicuraigea.it","m.filareti@casadicuraigea.it","Italy","false",,,"IGEA Biobank","IGEA Biobank","BBMRI.it Network","BBMRI.it Network",,"Cohort,Longitudinal,Disease specific","Biological samples,Other","1000 - 10.000","1463","Nervous System Disorders","2024-10-01T12:06:00Z","48",,"Male,Female","Parkinson disease","53","82","Year",,"DNA,Serum,Plasma,Peripheral blood cells,Whole Blood","-60°C to -80°C",,,,"false","true","DUO_0000007,DUO_0000020,DUO_0000040,DUO_0000006","false",,"Samples,Data","Only IGEA Biobank personnel have access to biobank database, by user credentials, where clinical data of the subjects are stored.",,,,
"bbmri-eric:ID:IT_1539178454884969:collection:1607088157060625","Parkinsonism Collection","Parkinsonism Collection","Igea Biobank collect biological samples such as plasma, serum, PBMCs, DNA and whole blood, from subjects affected by Parkinsonism at different time points. These other neurodegenerative conditions are sometimes grouped together under term of “atypical parkinsonism” or “parkinson-plus syndromes”.  They do not respond as well to  dopaminergic treatments and generally have a worse prognosis compared to typical Parkinson’s disease.   Degenerative causes of parkinsonism may be difficult to diagnose in the earliest stages and ancillary investigations may be of limited value in this instance. CCPP Biobank as Parkinsonism have collected Multiple System Atrophy (MSA), Wilson Disease (WD) and Vascular parkinsonism (VP).",,,"Italy",,,"m.filareti@casadicuraigea.it","m.filareti@casadicuraigea.it","Italy","false",,,"IGEA Biobank","IGEA Biobank","BBMRI.it Network","BBMRI.it Network",,"Cohort,Longitudinal,Disease specific","Biological samples,Other","100 - 1000","144","Rare Disease,Metabolic Disorders,Nervous System Disorders","2024-10-15T14:52:00Z","7",,"Male,Female","Other degenerative diseases of basal ganglia,Vascular parkinsonism,Disorders of copper metabolism","24","82","Year",,"DNA,Plasma,Serum,Whole Blood,Peripheral blood cells","-60°C to -80°C",,,,"false","true",,"false","Samples","Samples,Data","Only IGEA Biobank personnel have access to biobank database, by user credentials, where clinical data of the subjects are stored.",,,,
